Symbol	Location
GIP	Extracellular space
CFD	Extracellular space
CACNB2	Extracellular space
RPTN	Extracellular space
HAMP	Extracellular space
WNT10A	Extracellular space
AMELX	Extracellular space
NBL1	Extracellular space
QRFP	Extracellular space
SCG5	Extracellular space
AOC1	Extracellular space
UACA	Extracellular space
SPACA3	Extracellular space
UTP18	Nucleus
MVP	Nucleus
NANOS3	Nucleus
PAK1IP1	Nucleus
SYCE2	Nucleus
KLF10	Nucleus
ARNT	Nucleus
SMG5	Nucleus
PSME3	Nucleus
CA9	Nucleus
EXOSC2	Nucleus
GTF3A	Nucleus
SRSF1	Nucleus
FRG2	Nucleus
SCAPER	Nucleus
MPLKIP	Nucleus
MIS12	Nucleus
MAGEA11	Nucleus
HMGXB4	Nucleus
PIR	Nucleus
MED28	Nucleus
ZNF675	Nucleus
FSBP	Nucleus
CCNT2	Nucleus
UPF3B	Nucleus
HOXB5	Nucleus
NMD3	Nucleus
TRIM27	Nucleus
INIP	Nucleus
THAP11	Nucleus
ATN1	Nucleus
AIRE	Nucleus
PYHIN1	Nucleus
TPPP	Nucleus
CDKN1B	Nucleus
RBMY1J	Nucleus
NAA15	Nucleus
TAF13	Nucleus
CXXC1	Nucleus
CUEDC2	Nucleus
TLE2	Nucleus
CBX4	Nucleus
RBM15	Nucleus
EDF1	Nucleus
EIF3K	Nucleus
PSMA6	Nucleus
FOXP1	Nucleus
KPNA2	Nucleus
SPIN2B	Nucleus
ARL4D	Nucleus
DDX5	Nucleus
VSX2	Nucleus
RIF1	Nucleus
UBE2V1	Nucleus
ERCC3	Nucleus
ZHX1	Nucleus
JUND	Nucleus
NT5C	Nucleus
ACAD9	Nucleus
BHLHE41	Nucleus
ZNF134	Nucleus
FILIP1L	Nucleus
CMTR1	Nucleus
XRCC2	Nucleus
KIF11	Nucleus
RPF1	Nucleus
NARF	Nucleus
SP3	Nucleus
NUAK1	Nucleus
ESCO2	Nucleus
TBPL2	Nucleus
PEG10	Nucleus
INTS5	Nucleus
P3H4	Nucleus
TNPO1	Nucleus
NFYA	Nucleus
ZNF415	Nucleus
KLHDC2	Nucleus
MSX2	Nucleus
ARNT2	Nucleus
SREBF2	Nucleus
AURKC	Nucleus
MUTYH	Nucleus
FBXO5	Nucleus
NCOA2	Nucleus
PPP2R1A	Nucleus
MAP2K6	Nucleus
PAK6	Nucleus
RFXANK	Nucleus
MYC	Nucleus
XRCC6	Nucleus
C15orf48	Nucleus
H4C11	Nucleus
PLSCR1	Nucleus
ZFP37	Nucleus
RPS6KA4	Nucleus
ERG	Nucleus
IRF7	Nucleus
CRABP2	Nucleus
SRP19	Nucleus
NDC1	Nucleus
SIAH1	Nucleus
HOXA6	Nucleus
RTRAF	Nucleus
FUBP3	Nucleus
TAF10	Nucleus
ZNF214	Nucleus
H2BC5	Nucleus
SMC1A	Nucleus
HNRNPUL1	Nucleus
TOR1A	Nucleus
MBD6	Nucleus
ZFX	Nucleus
OASL	Nucleus
PBRM1	Nucleus
FOXO4	Nucleus
BCL2L10	Nucleus
HINT1	Nucleus
HOXB8	Nucleus
HNRNPU	Nucleus
AFF2	Nucleus
EAPP	Nucleus
TMPO	Nucleus
ARL2BP	Nucleus
SORBS2	Nucleus
ERCC1	Nucleus
ATXN3	Nucleus
SRCAP	Nucleus
PRICKLE1	Nucleus
HSPA9	Nucleus
MBD3	Nucleus
CSTF3	Nucleus
RBM39	Nucleus
CLN3	Nucleus
MTMR2	Nucleus
H2BC10	Nucleus
SUZ12	Nucleus
ZNF85	Nucleus
HDAC7	Nucleus
LIN28B	Nucleus
SMG7	Nucleus
TUT1	Nucleus
MPHOSPH6	Nucleus
ISCU	Nucleus
CTR9	Nucleus
PPP4R2	Nucleus
GTF3C3	Nucleus
ELK3	Nucleus
TNIK	Nucleus
VBP1	Nucleus
TENT4B	Nucleus
SAP18	Nucleus
TCP10L	Nucleus
PAX4	Nucleus
CCNY	Nucleus
CTNNB1	Nucleus
CENPB	Nucleus
DDX31	Nucleus
BNIP1	Nucleus
FOSB	Nucleus
KLF5	Nucleus
DAZAP2	Nucleus
IKBKB	Nucleus
SPEN	Nucleus
SMURF2	Nucleus
E2F1	Nucleus
PRM1	Nucleus
PTGIS	Nucleus
CENPA	Nucleus
CSE1L	Nucleus
RBMY1B	Nucleus
CDK8	Nucleus
GLE1	Nucleus
BCL6	Nucleus
CCNF	Nucleus
WDR48	Nucleus
SMAD2	Nucleus
SLBP	Nucleus
MAD2L1	Nucleus
MPHOSPH10	Nucleus
ING3	Nucleus
MXI1	Nucleus
PLEKHA1	Nucleus
XRRA1	Nucleus
ID1	Nucleus
RANBP3	Nucleus
CAPG	Nucleus
SIX2	Nucleus
KCTD10	Nucleus
ANKRD1	Nucleus
GAR1	Nucleus
NSRP1	Nucleus
PTGDS	Nucleus
UBE2E1	Nucleus
SART1	Nucleus
SDCBP	Nucleus
SATB1	Nucleus
SNRNP25	Nucleus
RBBP8	Nucleus
HOXA9	Nucleus
INO80B	Nucleus
TAF6L	Nucleus
C17orf49	Nucleus
ILF2	Nucleus
NRIP1	Nucleus
ABRAXAS1	Nucleus
MAGEA2B	Nucleus
BAG4	Nucleus
CC2D1B	Nucleus
TARBP2	Nucleus
DNAJB6	Nucleus
WDFY1	Nucleus
DDX1	Nucleus
NFIX	Nucleus
FANK1	Nucleus
KAT2B	Nucleus
BAZ1A	Nucleus
NLRP1	Nucleus
THOC3	Nucleus
TBX3	Nucleus
RABL6	Nucleus
RBBP5	Nucleus
S100A4	Nucleus
DDX18	Nucleus
PPP2CB	Nucleus
NFATC1	Nucleus
CALML6	Nucleus
NAB1	Nucleus
RELA	Nucleus
H1-0	Nucleus
ZNF300	Nucleus
MED15	Nucleus
TGFB1I1	Nucleus
TP53RK	Nucleus
POLR1A	Nucleus
THAP5	Nucleus
MRM2	Nucleus
RAD1	Nucleus
DTNBP1	Nucleus
VRK2	Nucleus
TERT	Nucleus
HTT	Nucleus
PIAS3	Nucleus
U2AF1	Nucleus
MAFK	Nucleus
DNMT3A	Nucleus
RPS13	Nucleus
PSMC1	Nucleus
SF3A1	Nucleus
CIRBP	Nucleus
SOX4	Nucleus
ZNF540	Nucleus
PAX5	Nucleus
SF3A2	Nucleus
GATA4	Nucleus
IRF2BP2	Nucleus
EZH2	Nucleus
LIMK2	Nucleus
PDX1	Nucleus
LRCH4	Nucleus
ORC6	Nucleus
PNMA1	Nucleus
MEX3C	Nucleus
SAFB2	Nucleus
LAS1L	Nucleus
S100P	Nucleus
NTRK1	Nucleus
CELF3	Nucleus
AKAP13	Nucleus
CREBRF	Nucleus
DNTTIP1	Nucleus
MAFG	Nucleus
HEMGN	Nucleus
FOXL1	Nucleus
PRKAA1	Nucleus
CHD3	Nucleus
CRYGC	Nucleus
TOE1	Nucleus
PKNOX2	Nucleus
PLK3	Nucleus
POLR2L	Nucleus
CPLX2	Nucleus
ALX1	Nucleus
ALKBH6	Nucleus
GEMIN5	Nucleus
DUSP2	Nucleus
ZNF33A	Nucleus
UBQLN2	Nucleus
STIP1	Nucleus
FEN1	Nucleus
DYRK2	Nucleus
CLK2	Nucleus
PHF12	Nucleus
H1-2	Nucleus
HSBP1	Nucleus
RBM25	Nucleus
CRYAB	Nucleus
STK39	Nucleus
CEP43	Nucleus
SPC25	Nucleus
NEIL1	Nucleus
A1CF	Nucleus
DDX56	Nucleus
NACA	Nucleus
UTP14A	Nucleus
ATRIP	Nucleus
EMX1	Nucleus
SETD6	Nucleus
KMT5C	Nucleus
STAG3	Nucleus
FAT2	Nucleus
ZKSCAN5	Nucleus
ZKSCAN3	Nucleus
KAT5	Nucleus
MED24	Nucleus
AHRR	Nucleus
THRA	Nucleus
RBBP9	Nucleus
GTF2A1L	Nucleus
SNRPB	Nucleus
BRD1	Nucleus
HOXD1	Nucleus
SUN1	Nucleus
WDR82	Nucleus
USP21	Nucleus
SERPINB10	Nucleus
CHFR	Nucleus
ZNF440	Nucleus
WWP2	Nucleus
FAM71B	Nucleus
ZCRB1	Nucleus
CRBN	Nucleus
LATS2	Nucleus
ARIH2	Nucleus
KLLN	Nucleus
TRIM24	Nucleus
ZNF395	Nucleus
NSMCE4A	Nucleus
TMF1	Nucleus
LIN28A	Nucleus
CALCOCO1	Nucleus
SEPTIN4	Nucleus
PRRX1	Nucleus
ANAPC16	Nucleus
CENPH	Nucleus
CSNK2A2	Nucleus
ADRM1	Nucleus
H2AC8	Nucleus
PPP1R8	Nucleus
VRK3	Nucleus
AKR1C3	Nucleus
KIF4A	Nucleus
FZR1	Nucleus
USP48	Nucleus
RPRD1B	Nucleus
TTF1	Nucleus
EIF4ENIF1	Nucleus
TEX10	Nucleus
KEAP1	Nucleus
CCDC62	Nucleus
HEXIM2	Nucleus
PPP1CB	Nucleus
HMG20A	Nucleus
UHMK1	Nucleus
POLR3F	Nucleus
TDP1	Nucleus
MIER1	Nucleus
HMGB1	Nucleus
KIF22	Nucleus
SLU7	Nucleus
RPS6	Nucleus
PHF20	Nucleus
MED14	Nucleus
SLC30A9	Nucleus
NCBP2	Nucleus
TSNAX	Nucleus
NAF1	Nucleus
NUP62	Nucleus
HNRNPK	Nucleus
SAE1	Nucleus
DNAJB1	Nucleus
PPARA	Nucleus
EIF6	Nucleus
H2BC1	Nucleus
PURA	Nucleus
GCAT	Nucleus
H2AC1	Nucleus
DHX35	Nucleus
RAPGEF5	Nucleus
MBD2	Nucleus
UBQLN4	Nucleus
PPHLN1	Nucleus
PCBP2	Nucleus
HDGF	Nucleus
STAG1	Nucleus
HNF4A	Nucleus
HOMEZ	Nucleus
WBP4	Nucleus
H1-1	Nucleus
TTC5	Nucleus
NR4A1	Nucleus
ANKRD17	Nucleus
TNKS	Nucleus
MRFAP1	Nucleus
SMARCC1	Nucleus
NOC2L	Nucleus
GATAD2A	Nucleus
PDC	Nucleus
USP11	Nucleus
UNKL	Nucleus
ACHE	Nucleus
ELP3	Nucleus
MSH6	Nucleus
RAD23B	Nucleus
RGS2	Nucleus
HIVEP1	Nucleus
CHUK	Nucleus
DDX47	Nucleus
AKIP1	Nucleus
USP39	Nucleus
TRAF4	Nucleus
ERBB4	Nucleus
CTDP1	Nucleus
PPIL3	Nucleus
MAK	Nucleus
ZNF257	Nucleus
DDX53	Nucleus
TSN	Nucleus
AHNAK	Nucleus
DCAF6	Nucleus
UMPS	Nucleus
SMC2	Nucleus
ZBTB40	Nucleus
NPIPA1	Nucleus
ZNF256	Nucleus
SGO1	Nucleus
MCM4	Nucleus
CGRRF1	Nucleus
BRAT1	Nucleus
ANAPC2	Nucleus
PHF19	Nucleus
RERG	Nucleus
UIMC1	Nucleus
PKP3	Nucleus
ROGDI	Nucleus
TGIF1	Nucleus
DHX33	Nucleus
RNF2	Nucleus
TAOK2	Nucleus
CILK1	Nucleus
AJUBA	Nucleus
EPM2A	Nucleus
ZNF217	Nucleus
LEMD2	Nucleus
ZRSR2	Nucleus
IK	Nucleus
C19orf33	Nucleus
TFCP2	Nucleus
SNRNP40	Nucleus
KRT18	Nucleus
GTF2A1	Nucleus
PQBP1	Nucleus
H2BW1	Nucleus
PGR	Nucleus
STAT3	Nucleus
RPSA	Nucleus
PEX2	Nucleus
DLX4	Nucleus
NPM1	Nucleus
PCGF1	Nucleus
CBX1	Nucleus
SPANXA1	Nucleus
SCAF8	Nucleus
MAF1	Nucleus
CDCA7	Nucleus
IL15	Nucleus
CDK11A	Nucleus
MAPT	Nucleus
TCEAL1	Nucleus
XPA	Nucleus
KDM2B	Nucleus
NAA10	Nucleus
CTBP1	Nucleus
GEMIN6	Nucleus
POLR1G	Nucleus
ZNF655	Nucleus
SND1	Nucleus
PPIG	Nucleus
KCTD13	Nucleus
DGKQ	Nucleus
RGS20	Nucleus
RAG2	Nucleus
BMI1	Nucleus
TP53INP1	Nucleus
PPARD	Nucleus
C1orf174	Nucleus
IFI16	Nucleus
PDCD4	Nucleus
H3-3B	Nucleus
DAZAP1	Nucleus
CDK4	Nucleus
EYA3	Nucleus
PAX9	Nucleus
TSG101	Nucleus
IBTK	Nucleus
YAF2	Nucleus
HOXA7	Nucleus
TIA1	Nucleus
FANCL	Nucleus
SUPT7L	Nucleus
PRM2	Nucleus
SOX30	Nucleus
SF3B3	Nucleus
SUPT16H	Nucleus
GTF3C6	Nucleus
URGCP	Nucleus
H2AC7	Nucleus
IL15RA	Nucleus
SNRPD2	Nucleus
ZNF750	Nucleus
TCEA2	Nucleus
HPSE	Nucleus
H1-4	Nucleus
SFPQ	Nucleus
DDB1	Nucleus
CCNG1	Nucleus
PTPA	Nucleus
RBX1	Nucleus
IMPDH2	Nucleus
BRCA1	Nucleus
RAN	Nucleus
NUP58	Nucleus
HOXB2	Nucleus
GCHFR	Nucleus
HMGA2	Nucleus
EIF5A	Nucleus
TFEB	Nucleus
OGFOD1	Nucleus
TRIM28	Nucleus
ASCL1	Nucleus
MAPK3	Nucleus
ACTN4	Nucleus
TAF4	Nucleus
UBASH3A	Nucleus
ARID3A	Nucleus
ZNF84	Nucleus
ANAPC10	Nucleus
TBL3	Nucleus
AL365205.1	Nucleus
PLRG1	Nucleus
LIG3	Nucleus
ELAVL1	Nucleus
MAEA	Nucleus
HOXB3	Nucleus
GPBP1	Nucleus
SH3BGRL2	Nucleus
CENPO	Nucleus
HRAS	Nucleus
BABAM2	Nucleus
HIPK1	Nucleus
TCF7L2	Nucleus
METTL1	Nucleus
MYSM1	Nucleus
TPX2	Nucleus
PKN3	Nucleus
XRCC3	Nucleus
H3C13	Nucleus
MX1	Nucleus
HOXD12	Nucleus
WT1	Nucleus
FAM32A	Nucleus
NUDT21	Nucleus
EBNA1BP2	Nucleus
COPS3	Nucleus
CSRP2	Nucleus
TEP1	Nucleus
DPY30	Nucleus
HOXA3	Nucleus
ASCC3	Nucleus
CCND2	Nucleus
HES7	Nucleus
SGK2	Nucleus
SETD7	Nucleus
AKIRIN1	Nucleus
DNAJA3	Nucleus
DGKZ	Nucleus
ARRB2	Nucleus
TBXT	Nucleus
ZNF212	Nucleus
RBPMS	Nucleus
CRY2	Nucleus
TSPY3	Nucleus
ZNF268	Nucleus
CEBPE	Nucleus
PARL	Nucleus
BAZ1B	Nucleus
RCC1	Nucleus
UBD	Nucleus
PIF1	Nucleus
MED8	Nucleus
RRAGD	Nucleus
MTF2	Nucleus
ATR	Nucleus
YPEL3	Nucleus
H3-4	Nucleus
DPH3	Nucleus
EHMT1	Nucleus
RAD21	Nucleus
NSMCE3	Nucleus
RPL11	Nucleus
MGA	Nucleus
DHX38	Nucleus
LCOR	Nucleus
RBMXL1	Nucleus
NOL9	Nucleus
CASC3	Nucleus
RFWD3	Nucleus
KLF15	Nucleus
CEP162	Nucleus
TFAP4	Nucleus
DDX20	Nucleus
CBX3	Nucleus
RLIM	Nucleus
SYNE4	Nucleus
NCAPH2	Nucleus
INTS10	Nucleus
MMS19	Nucleus
DAZ1	Nucleus
ANKRD11	Nucleus
STOX1	Nucleus
FRG1	Nucleus
PAX3	Nucleus
FOSL2	Nucleus
NPC1	Nucleus
NUP93	Nucleus
FUS	Nucleus
RNF43	Nucleus
KLHL7	Nucleus
NABP1	Nucleus
POU4F2	Nucleus
ETV5	Nucleus
ID4	Nucleus
COPS2	Nucleus
TKTL1	Nucleus
CDKN2AIP	Nucleus
FMR1	Nucleus
CHD1L	Nucleus
PARP10	Nucleus
HUS1	Nucleus
DBF4	Nucleus
CDK5	Nucleus
FANCC	Nucleus
GEMIN2	Nucleus
DPPA3	Nucleus
FANCF	Nucleus
CUL3	Nucleus
CHRAC1	Nucleus
WDR13	Nucleus
TFAP2B	Nucleus
WDR4	Nucleus
UBXN4	Nucleus
POLR2I	Nucleus
PDGFC	Nucleus
DDX54	Nucleus
ERF	Nucleus
RANBP2	Nucleus
STAT4	Nucleus
ORC2	Nucleus
SMN1	Nucleus
PAX2	Nucleus
ANKRD23	Nucleus
PRC1	Nucleus
MTA2	Nucleus
DDX21	Nucleus
TBP	Nucleus
GZMA	Nucleus
TERF2	Nucleus
CDC40	Nucleus
SOX7	Nucleus
NFIB	Nucleus
GCH1	Nucleus
GABPB2	Nucleus
HNRNPA1L2	Nucleus
AKAP17A	Nucleus
EGLN3	Nucleus
RAB43	Nucleus
FAF1	Nucleus
SSNA1	Nucleus
GABPB1	Nucleus
ZGPAT	Nucleus
IRF2BPL	Nucleus
TINF2	Nucleus
NUDC	Nucleus
ERGIC2	Nucleus
LYRM1	Nucleus
KAT7	Nucleus
UFM1	Nucleus
FAM50A	Nucleus
SESN1	Nucleus
H1-5	Nucleus
MAP2K1	Nucleus
SIGMAR1	Nucleus
KNL1	Nucleus
PSMC3IP	Nucleus
OGT	Nucleus
PRKCD	Nucleus
NAIF1	Nucleus
PPP1R16B	Nucleus
POLA2	Nucleus
LUC7L3	Nucleus
POLE	Nucleus
PSMD10	Nucleus
VRK1	Nucleus
CHEK2	Nucleus
OAS2	Nucleus
TUT4	Nucleus
NDRG1	Nucleus
HDAC3	Nucleus
SRSF9	Nucleus
KLK6	Nucleus
MYG1	Nucleus
TTC3	Nucleus
NCOR2	Nucleus
EYA1	Nucleus
NUFIP1	Nucleus
H3C4	Nucleus
SEH1L	Nucleus
KHDRBS3	Nucleus
CLIC4	Nucleus
POLR3D	Nucleus
BRF2	Nucleus
HNRNPR	Nucleus
MAGI2	Nucleus
GMEB2	Nucleus
FLI1	Nucleus
TPP2	Nucleus
NFATC3	Nucleus
BTG1	Nucleus
ITCH	Nucleus
RAB6C	Nucleus
RPS6KB2	Nucleus
ANKS1B	Nucleus
THOC7	Nucleus
PUM3	Nucleus
IFT46	Nucleus
HSPB1	Nucleus
YBX2	Nucleus
ARID5A	Nucleus
CHD7	Nucleus
PPP1R26	Nucleus
PRPF31	Nucleus
FYTTD1	Nucleus
WWOX	Nucleus
RPS6KA6	Nucleus
UTP15	Nucleus
CEBPB	Nucleus
PHF7	Nucleus
PRDM14	Nucleus
DUSP12	Nucleus
NUCKS1	Nucleus
CCND1	Nucleus
INTS1	Nucleus
CNOT7	Nucleus
PHF8	Nucleus
DBR1	Nucleus
NR2F6	Nucleus
SRRM1	Nucleus
CAVIN1	Nucleus
KAT6A	Nucleus
NELFA	Nucleus
PIN4	Nucleus
POLR3A	Nucleus
LIMK1	Nucleus
ELL2	Nucleus
LBR	Nucleus
POU4F1	Nucleus
CSRNP2	Nucleus
NUDT6	Nucleus
KDM5C	Nucleus
PPP2R3B	Nucleus
STRN3	Nucleus
SRF	Nucleus
SETDB1	Nucleus
RANBP9	Nucleus
TRIM68	Nucleus
ZNF135	Nucleus
MIS18A	Nucleus
TRIM8	Nucleus
ENO1	Nucleus
KDM8	Nucleus
RBFOX2	Nucleus
ZBED1	Nucleus
SLX4	Nucleus
H3C10	Nucleus
ESRRG	Nucleus
NUDCD1	Nucleus
SERPINB9	Nucleus
EI24	Nucleus
WDR75	Nucleus
PNKD	Nucleus
CDKL2	Nucleus
VHL	Nucleus
OIP5	Nucleus
GFI1B	Nucleus
CABIN1	Nucleus
SNRPC	Nucleus
RFXAP	Nucleus
SRPK1	Nucleus
VEZT	Nucleus
RCL1	Nucleus
NR0B2	Nucleus
DAPK3	Nucleus
SMG1	Nucleus
NKAP	Nucleus
POLR2E	Nucleus
SH3BGRL	Nucleus
HEYL	Nucleus
NKX1-1	Nucleus
BUB1	Nucleus
KDR	Nucleus
ZNF615	Nucleus
SMARCD2	Nucleus
TTC37	Nucleus
KAT2A	Nucleus
FGF13	Nucleus
CENPW	Nucleus
SYMPK	Nucleus
DYNLL1	Nucleus
SF3B1	Nucleus
H3C12	Nucleus
RPA3	Nucleus
HIF1AN	Nucleus
WWTR1	Nucleus
PRRX2	Nucleus
HLCS	Nucleus
ISG20	Nucleus
RORA	Nucleus
SAMHD1	Nucleus
ISY1	Nucleus
ZRANB2	Nucleus
RRP36	Nucleus
UBE2S	Nucleus
ARID3B	Nucleus
RBM14	Nucleus
NME2	Nucleus
FOXP3	Nucleus
PLPP7	Nucleus
ACTR5	Nucleus
PIM1	Nucleus
TMEM97	Nucleus
CUX1	Nucleus
POLA1	Nucleus
DKC1	Nucleus
SLIRP	Nucleus
H2BC15	Nucleus
SENP6	Nucleus
ZNF81	Nucleus
GZMB	Nucleus
ADAP1	Nucleus
CUL7	Nucleus
PSPC1	Nucleus
EAF2	Nucleus
CFL1	Nucleus
CDC16	Nucleus
MYOF	Nucleus
TP53INP2	Nucleus
RAB3IP	Nucleus
PRDM15	Nucleus
DDX50	Nucleus
RUNX1	Nucleus
AKAP8L	Nucleus
LYAR	Nucleus
RAI1	Nucleus
GTF3C1	Nucleus
TTF2	Nucleus
PSEN1	Nucleus
DNAJC2	Nucleus
SKI	Nucleus
CSTF1	Nucleus
SAP30L	Nucleus
TOP1	Nucleus
ZNF93	Nucleus
PARPBP	Nucleus
RBMY1E	Nucleus
PSME4	Nucleus
SOX2	Nucleus
ELF1	Nucleus
STK36	Nucleus
MOB1B	Nucleus
ILF3	Nucleus
CRY1	Nucleus
DMP1	Nucleus
CDX1	Nucleus
OAS1	Nucleus
NFE2	Nucleus
PCLAF	Nucleus
SPATA2	Nucleus
ZNF3	Nucleus
CHD4	Nucleus
KAT8	Nucleus
FANCM	Nucleus
OGG1	Nucleus
ZC3H3	Nucleus
H2BC11	Nucleus
CHD9	Nucleus
FOXD4	Nucleus
CHD8	Nucleus
MCM3AP	Nucleus
CDKL5	Nucleus
RNF25	Nucleus
PPP1R13B	Nucleus
POLD3	Nucleus
SMC1B	Nucleus
ZBTB33	Nucleus
NRG1	Nucleus
POP5	Nucleus
SPOP	Nucleus
CDCA2	Nucleus
TMEM176B	Nucleus
SGK1	Nucleus
MAD2L2	Nucleus
GRAP2	Nucleus
SOX3	Nucleus
NUP98	Nucleus
APBA1	Nucleus
ID2	Nucleus
CDKN2D	Nucleus
ATF4	Nucleus
ZBTB42	Nucleus
SDAD1	Nucleus
PIK3CB	Nucleus
CIITA	Nucleus
CENPP	Nucleus
VPS25	Nucleus
TOPORS	Nucleus
CDCA5	Nucleus
VPS26C	Nucleus
H2AC12	Nucleus
NTMT1	Nucleus
UBE2L3	Nucleus
PTPN22	Nucleus
RRP12	Nucleus
PPWD1	Nucleus
DGCR6L	Nucleus
TRIP6	Nucleus
RARB	Nucleus
MYCBP2	Nucleus
RPLP0	Nucleus
SOX12	Nucleus
FBXO3	Nucleus
VCP	Nucleus
BRPF3	Nucleus
ABL1	Nucleus
PPT1	Nucleus
RB1CC1	Nucleus
MUC1	Nucleus
MNX1	Nucleus
CITED4	Nucleus
ZNF318	Nucleus
PBX1	Nucleus
CENPN	Nucleus
HOXC5	Nucleus
RNF6	Nucleus
SKAP1	Nucleus
NUP50	Nucleus
PMF1	Nucleus
FLCN	Nucleus
ZNF215	Nucleus
FBXW7	Nucleus
SRSF5	Nucleus
KLF6	Nucleus
ATXN7L3	Nucleus
SH3D19	Nucleus
POU3F3	Nucleus
ANAPC13	Nucleus
DYNLT3	Nucleus
DUSP10	Nucleus
NCKIPSD	Nucleus
CIR1	Nucleus
ZNF639	Nucleus
SARNP	Nucleus
DCAF17	Nucleus
SNX20	Nucleus
BRMS1	Nucleus
TBX22	Nucleus
LMO4	Nucleus
GTPBP4	Nucleus
TGS1	Nucleus
PEDS1-UBE2V1	Nucleus
ETV7	Nucleus
MAGEA1	Nucleus
PAXIP1	Nucleus
SPC24	Nucleus
KANSL3	Nucleus
MIS18BP1	Nucleus
RPP21	Nucleus
TMEM109	Nucleus
TEAD4	Nucleus
MCM5	Nucleus
SCML2	Nucleus
TNNI2	Nucleus
ZNF12	Nucleus
NHEJ1	Nucleus
HDAC6	Nucleus
ZXDA	Nucleus
BATF3	Nucleus
RNF169	Nucleus
PHF13	Nucleus
WTAP	Nucleus
SMG6	Nucleus
RAX	Nucleus
NFYB	Nucleus
PPP5C	Nucleus
SOX18	Nucleus
USF2	Nucleus
GATAD2B	Nucleus
NEK7	Nucleus
PHF2	Nucleus
USP4	Nucleus
FANCI	Nucleus
CHD6	Nucleus
ESX1	Nucleus
H2BC7	Nucleus
INPP5K	Nucleus
PARP3	Nucleus
PCBP1	Nucleus
G2E3	Nucleus
SCYL1	Nucleus
NONO	Nucleus
FKBP4	Nucleus
MLXIP	Nucleus
GTF2H3	Nucleus
NPM2	Nucleus
MCM3	Nucleus
STAP1	Nucleus
DTL	Nucleus
KLF11	Nucleus
MAPK10	Nucleus
FOXA3	Nucleus
NKX3-1	Nucleus
DCPS	Nucleus
SNRNP70	Nucleus
ECSIT	Nucleus
SP2	Nucleus
SUFU	Nucleus
PBX2	Nucleus
CAPN3	Nucleus
SIVA1	Nucleus
MATR3	Nucleus
YPEL4	Nucleus
ORC5	Nucleus
TLE1	Nucleus
ESRP1	Nucleus
H3C14	Nucleus
HTATSF1	Nucleus
H2AC21	Nucleus
KCTD5	Nucleus
FAAP24	Nucleus
TNPO3	Nucleus
MYO18B	Nucleus
PHF1	Nucleus
TSPY2	Nucleus
EP300	Nucleus
TRIM11	Nucleus
CHEK1	Nucleus
MCM7	Nucleus
FBXL4	Nucleus
MIXL1	Nucleus
DGCR8	Nucleus
HDAC4	Nucleus
MITF	Nucleus
ZNF91	Nucleus
SYF2	Nucleus
MED13	Nucleus
CUL4B	Nucleus
SMAD6	Nucleus
MIPOL1	Nucleus
ZSCAN21	Nucleus
PRKCA	Nucleus
ING1	Nucleus
HOXC4	Nucleus
RNMT	Nucleus
TTLL5	Nucleus
HNF1A	Nucleus
RPF2	Nucleus
ZNF37A	Nucleus
ZNF335	Nucleus
SYCE1	Nucleus
DSCC1	Nucleus
NEK9	Nucleus
EIF3G	Nucleus
ZBTB7B	Nucleus
TNKS2	Nucleus
PRMT2	Nucleus
NIFK	Nucleus
LSM10	Nucleus
ELF4	Nucleus
ZNF70	Nucleus
PPP2R5C	Nucleus
ZEB2	Nucleus
PBXIP1	Nucleus
ZHX3	Nucleus
NEDD8	Nucleus
EAF1	Nucleus
COPS5	Nucleus
GLRX2	Nucleus
ZNF75D	Nucleus
NCL	Nucleus
PAX8	Nucleus
PRDX1	Nucleus
MAP1S	Nucleus
NCAPD2	Nucleus
ASCC1	Nucleus
IMP4	Nucleus
PDE2A	Nucleus
SHISA5	Nucleus
ALKBH7	Nucleus
SIRT6	Nucleus
EME1	Nucleus
TXNL4B	Nucleus
SUMO1	Nucleus
USP16	Nucleus
TESK2	Nucleus
FABP4	Nucleus
