symbol	kegg_terms
SMAD3	AGE-RAGE signaling pathway in diabetic complications,Adherens junction,Apelin signaling pathway,Cell cycle,Cellular senescence,Chronic myeloid leukemia,Colorectal cancer,Diabetic cardiomyopathy,Endocytosis,FoxO signaling pathway,Gastric cancer,Hepatitis B,Hepatocellular carcinoma,Hippo signaling pathway,Human T-cell leukemia virus 1 infection,Inflammatory bowel disease,Pancreatic cancer,Pathways in cancer,Signaling pathways regulating pluripotency of stem cells,TGF-beta signaling pathway,Th17 cell differentiation,Wnt signaling pathway
SMAD4	AGE-RAGE signaling pathway in diabetic complications,Adherens junction,Apelin signaling pathway,Cell cycle,Chronic myeloid leukemia,Colorectal cancer,FoxO signaling pathway,Gastric cancer,Hepatitis B,Hepatocellular carcinoma,Hippo signaling pathway,Human T-cell leukemia virus 1 infection,Pancreatic cancer,Pathways in cancer,Signaling pathways regulating pluripotency of stem cells,TGF-beta signaling pathway,Th17 cell differentiation,Wnt signaling pathway
MMP2	AGE-RAGE signaling pathway in diabetic complications,Bladder cancer,Diabetic cardiomyopathy,Endocrine resistance,Estrogen signaling pathway,Fluid shear stress and atherosclerosis,GnRH signaling pathway,Leukocyte transendothelial migration,Pathways in cancer,Proteoglycans in cancer,Relaxin signaling pathway
NFATC1	AGE-RAGE signaling pathway in diabetic complications,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Cellular senescence,Hepatitis B,Human T-cell leukemia virus 1 infection,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Inflammatory bowel disease,Kaposi sarcoma-associated herpesvirus infection,Lipid and atherosclerosis,MAPK signaling pathway,Natural killer cell mediated cytotoxicity,Osteoclast differentiation,Oxytocin signaling pathway,PD-L1 expression and PD-1 checkpoint pathway in cancer,T cell receptor signaling pathway,Th1 and Th2 cell differentiation,Th17 cell differentiation,Wnt signaling pathway,Yersinia infection,cAMP signaling pathway,cGMP-PKG signaling pathway
NFKB1	AGE-RAGE signaling pathway in diabetic complications,Acute myeloid leukemia,Adipocytokine signaling pathway,Alzheimer disease,Amoebiasis,Antifolate resistance,Apoptosis,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Cellular senescence,Chagas disease,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Chronic myeloid leukemia,Cocaine addiction,Coronavirus disease - COVID-19,Cytosolic DNA-sensing pathway,Diabetic cardiomyopathy,Epithelial cell signaling in Helicobacter pylori infection,Epstein-Barr virus infection,Fluid shear stress and atherosclerosis,HIF-1 signaling pathway,Hepatitis B,Hepatitis C,Herpes simplex virus 1 infection,Human T-cell leukemia virus 1 infection,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Human papillomavirus infection,IL-17 signaling pathway,Inflammatory bowel disease,Influenza A,Insulin resistance,Kaposi sarcoma-associated herpesvirus infection,Legionellosis,Leishmaniasis,Lipid and atherosclerosis,Longevity regulating pathway,MAPK signaling pathway,Measles,MicroRNAs in cancer,NF-kappa B signaling pathway,NOD-like receptor signaling pathway,Neurotrophin signaling pathway,Neutrophil extracellular trap formation,Non-alcoholic fatty liver disease,Osteoclast differentiation,PD-L1 expression and PD-1 checkpoint pathway in cancer,PI3K-Akt signaling pathway,Pancreatic cancer,Pathogenic Escherichia coli infection,Pathways in cancer,Pathways of neurodegeneration - multiple diseases,Pertussis,Prolactin signaling pathway,Prostate cancer,RIG-I-like receptor signaling pathway,Ras signaling pathway,Relaxin signaling pathway,Salmonella infection,Shigellosis,Small cell lung cancer,Sphingolipid signaling pathway,T cell receptor signaling pathway,TNF signaling pathway,Th1 and Th2 cell differentiation,Th17 cell differentiation,Toll-like receptor signaling pathway,Toxoplasmosis,Transcriptional misregulation in cancer,Tuberculosis,Viral carcinogenesis,Yersinia infection,cAMP signaling pathway
NOS3	AGE-RAGE signaling pathway in diabetic complications,Apelin signaling pathway,Arginine and proline metabolism,Arginine biosynthesis,Calcium signaling pathway,Diabetic cardiomyopathy,Estrogen signaling pathway,Fluid shear stress and atherosclerosis,HIF-1 signaling pathway,Insulin resistance,Lipid and atherosclerosis,Metabolic pathways,Oxytocin signaling pathway,PI3K-Akt signaling pathway,Platelet activation,Relaxin signaling pathway,Sphingolipid signaling pathway,VEGF signaling pathway,cGMP-PKG signaling pathway
NRAS	AGE-RAGE signaling pathway in diabetic complications,Acute myeloid leukemia,Alcoholism,Alzheimer disease,Apelin signaling pathway,Apoptosis,Autophagy - animal,Axon guidance,B cell receptor signaling pathway,Bladder cancer,Breast cancer,C-type lectin receptor signaling pathway,Cellular senescence,Central carbon metabolism in cancer,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Choline metabolism in cancer,Cholinergic synapse,Chronic myeloid leukemia,Colorectal cancer,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Endometrial cancer,ErbB signaling pathway,Estrogen signaling pathway,Fc epsilon RI signaling pathway,FoxO signaling pathway,Gap junction,Gastric cancer,Glioma,GnRH secretion,GnRH signaling pathway,Growth hormone synthesis secretion and action,Hepatitis B,Hepatitis C,Hepatocellular carcinoma,Human T-cell leukemia virus 1 infection,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Human papillomavirus infection,Insulin signaling pathway,Kaposi sarcoma-associated herpesvirus infection,Lipid and atherosclerosis,Long-term depression,Long-term potentiation,Longevity regulating pathway,Longevity regulating pathway - multiple species,MAPK signaling pathway,Melanogenesis,Melanoma,MicroRNAs in cancer,Mitophagy - animal,Natural killer cell mediated cytotoxicity,Neurotrophin signaling pathway,Non-small cell lung cancer,Oxytocin signaling pathway,PD-L1 expression and PD-1 checkpoint pathway in cancer,PI3K-Akt signaling pathway,Pathways in cancer,Pathways of neurodegeneration - multiple diseases,Phospholipase D signaling pathway,Prolactin signaling pathway,Prostate cancer,Proteoglycans in cancer,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Relaxin signaling pathway,Renal cell carcinoma,Serotonergic synapse,Signaling pathways regulating pluripotency of stem cells,Sphingolipid signaling pathway,T cell receptor signaling pathway,Thermogenesis,Thyroid cancer,Thyroid hormone signaling pathway,VEGF signaling pathway,Viral carcinogenesis,mTOR signaling pathway
NOX4	AGE-RAGE signaling pathway in diabetic complications,Alzheimer disease,Pathways of neurodegeneration - multiple diseases
SERPINE1	AGE-RAGE signaling pathway in diabetic complications,Apelin signaling pathway,Cellular senescence,Chagas disease,Complement and coagulation cascades,HIF-1 signaling pathway,Hippo signaling pathway,p53 signaling pathway
PIK3CB	AGE-RAGE signaling pathway in diabetic complications,AMPK signaling pathway,Acute myeloid leukemia,Aldosterone-regulated sodium reabsorption,Alzheimer disease,Amoebiasis,Apoptosis,Autophagy - animal,Axon guidance,B cell receptor signaling pathway,Bacterial invasion of epithelial cells,Breast cancer,C-type lectin receptor signaling pathway,Carbohydrate digestion and absorption,Cellular senescence,Central carbon metabolism in cancer,Chagas disease,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Choline metabolism in cancer,Cholinergic synapse,Chronic myeloid leukemia,Colorectal cancer,Coronavirus disease - COVID-19,Diabetic cardiomyopathy,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Endometrial cancer,Epstein-Barr virus infection,ErbB signaling pathway,Estrogen signaling pathway,Fc epsilon RI signaling pathway,Fc gamma R-mediated phagocytosis,Fluid shear stress and atherosclerosis,Focal adhesion,FoxO signaling pathway,Gastric cancer,Glioma,GnRH secretion,Growth hormone synthesis secretion and action,HIF-1 signaling pathway,Hepatitis B,Hepatitis C,Hepatocellular carcinoma,Herpes simplex virus 1 infection,Human T-cell leukemia virus 1 infection,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Human papillomavirus infection,Inflammatory mediator regulation of TRP channels,Influenza A,Inositol phosphate metabolism,Insulin resistance,Insulin signaling pathway,JAK-STAT signaling pathway,Kaposi sarcoma-associated herpesvirus infection,Leukocyte transendothelial migration,Lipid and atherosclerosis,Longevity regulating pathway,Longevity regulating pathway - multiple species,Measles,Melanoma,Metabolic pathways,MicroRNAs in cancer,Natural killer cell mediated cytotoxicity,Neurotrophin signaling pathway,Neutrophil extracellular trap formation,Non-alcoholic fatty liver disease,Non-small cell lung cancer,Osteoclast differentiation,PD-L1 expression and PD-1 checkpoint pathway in cancer,PI3K-Akt signaling pathway,Pancreatic cancer,Pathways in cancer,Phosphatidylinositol signaling system,Phospholipase D signaling pathway,Platelet activation,Platinum drug resistance,Prion disease,Progesterone-mediated oocyte maturation,Prolactin signaling pathway,Prostate cancer,Proteoglycans in cancer,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renal cell carcinoma,Salmonella infection,Shigellosis,Signaling pathways regulating pluripotency of stem cells,Small cell lung cancer,Sphingolipid signaling pathway,Spinocerebellar ataxia,T cell receptor signaling pathway,TNF signaling pathway,Thyroid hormone signaling pathway,Toll-like receptor signaling pathway,Type II diabetes mellitus,VEGF signaling pathway,Viral carcinogenesis,Yersinia infection,cAMP signaling pathway,mTOR signaling pathway
PIM1	AGE-RAGE signaling pathway in diabetic complications,Acute myeloid leukemia,JAK-STAT signaling pathway,MicroRNAs in cancer,Pathways in cancer
PIK3CD	AGE-RAGE signaling pathway in diabetic complications,AMPK signaling pathway,Acute myeloid leukemia,Aldosterone-regulated sodium reabsorption,Alzheimer disease,Amoebiasis,Apoptosis,Autophagy - animal,Axon guidance,B cell receptor signaling pathway,Bacterial invasion of epithelial cells,Breast cancer,C-type lectin receptor signaling pathway,Carbohydrate digestion and absorption,Cellular senescence,Central carbon metabolism in cancer,Chagas disease,Chemical carcinogenesis - receptor activation,Chemokine signaling pathway,Choline metabolism in cancer,Cholinergic synapse,Chronic myeloid leukemia,Colorectal cancer,Coronavirus disease - COVID-19,Diabetic cardiomyopathy,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Endometrial cancer,Epstein-Barr virus infection,ErbB signaling pathway,Estrogen signaling pathway,Fc epsilon RI signaling pathway,Fc gamma R-mediated phagocytosis,Fluid shear stress and atherosclerosis,Focal adhesion,FoxO signaling pathway,Gastric cancer,Glioma,GnRH secretion,Growth hormone synthesis secretion and action,HIF-1 signaling pathway,Hepatitis B,Hepatitis C,Hepatocellular carcinoma,Herpes simplex virus 1 infection,Human T-cell leukemia virus 1 infection,Human cytomegalovirus infection,Human immunodeficiency virus 1 infection,Human papillomavirus infection,Inflammatory mediator regulation of TRP channels,Influenza A,Inositol phosphate metabolism,Insulin resistance,Insulin signaling pathway,JAK-STAT signaling pathway,Kaposi sarcoma-associated herpesvirus infection,Leukocyte transendothelial migration,Lipid and atherosclerosis,Longevity regulating pathway,Longevity regulating pathway - multiple species,Measles,Melanoma,Metabolic pathways,MicroRNAs in cancer,Natural killer cell mediated cytotoxicity,Neurotrophin signaling pathway,Neutrophil extracellular trap formation,Non-alcoholic fatty liver disease,Non-small cell lung cancer,Osteoclast differentiation,PD-L1 expression and PD-1 checkpoint pathway in cancer,PI3K-Akt signaling pathway,Pancreatic cancer,Pathways in cancer,Phosphatidylinositol signaling system,Phospholipase D signaling pathway,Platelet activation,Platinum drug resistance,Prion disease,Progesterone-mediated oocyte maturation,Prolactin signaling pathway,Prostate cancer,Proteoglycans in cancer,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renal cell carcinoma,Salmonella infection,Shigellosis,Signaling pathways regulating pluripotency of stem cells,Small cell lung cancer,Sphingolipid signaling pathway,Spinocerebellar ataxia,T cell receptor signaling pathway,TNF signaling pathway,Thyroid hormone signaling pathway,Toll-like receptor signaling pathway,Type II diabetes mellitus,VEGF signaling pathway,Viral carcinogenesis,Yersinia infection,cAMP signaling pathway,mTOR signaling pathway
PLCG1	AGE-RAGE signaling pathway in diabetic complications,Axon guidance,Calcium signaling pathway,Chemokine signaling pathway,Choline metabolism in cancer,Coronavirus disease - COVID-19,EGFR tyrosine kinase inhibitor resistance,Epithelial cell signaling in Helicobacter pylori infection,ErbB signaling pathway,Fc epsilon RI signaling pathway,Fc gamma R-mediated phagocytosis,Glioma,Growth hormone synthesis secretion and action,HIF-1 signaling pathway,Hepatocellular carcinoma,Human immunodeficiency virus 1 infection,Inflammatory mediator regulation of TRP channels,Inositol phosphate metabolism,Kaposi sarcoma-associated herpesvirus infection,Leukocyte transendothelial migration,Lipid and atherosclerosis,Metabolic pathways,MicroRNAs in cancer,NF-kappa B signaling pathway,Natural killer cell mediated cytotoxicity,Neurotrophin signaling pathway,Neutrophil extracellular trap formation,Non-small cell lung cancer,PD-L1 expression and PD-1 checkpoint pathway in cancer,Parkinson disease,Pathways in cancer,Pathways of neurodegeneration - multiple diseases,Phosphatidylinositol signaling system,Phospholipase D signaling pathway,Proteoglycans in cancer,Rap1 signaling pathway,Ras signaling pathway,Shigellosis,T cell receptor signaling pathway,Th1 and Th2 cell differentiation,Th17 cell differentiation,Thyroid hormone signaling pathway,VEGF signaling pathway,Vibrio cholerae infection,Yersinia infection
PLCG2	AGE-RAGE signaling pathway in diabetic complications,Axon guidance,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Calcium signaling pathway,Chemokine signaling pathway,Coronavirus disease - COVID-19,EGFR tyrosine kinase inhibitor resistance,Epithelial cell signaling in Helicobacter pylori infection,Epstein-Barr virus infection,ErbB signaling pathway,Fc epsilon RI signaling pathway,Fc gamma R-mediated phagocytosis,Glioma,Growth hormone synthesis secretion and action,HIF-1 signaling pathway,Hepatocellular carcinoma,Human immunodeficiency virus 1 infection,Inflammatory mediator regulation of TRP channels,Inositol phosphate metabolism,Kaposi sarcoma-associated herpesvirus infection,Leukocyte transendothelial migration,Metabolic pathways,MicroRNAs in cancer,NF-kappa B signaling pathway,Natural killer cell mediated cytotoxicity,Neurotrophin signaling pathway,Neutrophil extracellular trap formation,Non-small cell lung cancer,Osteoclast differentiation,Pathways in cancer,Phosphatidylinositol signaling system,Phospholipase D signaling pathway,Platelet activation,Proteoglycans in cancer,Ras signaling pathway,Shigellosis,Thyroid hormone signaling pathway,VEGF signaling pathway,Vibrio cholerae infection
